Determinacion_Nombre,IdEjemplar,Ruta,NombreObjeto,CatalogoGenero_Nombre,CatalogoFamilia_Nombre
"Anagallis arvensis - L., 1753",4436,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Calvillo\27 de noviembre del 2013\317. 1.7 km al W de El Garruño\,IMG_1324.JPG,Anagallis,Primulaceae
"Anagallis arvensis - L., 1753",1789,Users\Herbario\Desktop\Proyecto Flora\Florencia\Fotos\Calvillo\29 de noviembre del 2012\105. Barranca La Botita\,DSCF2415.JPG,Anagallis,Primulaceae
"Anagallis arvensis - L., 1753",1791,"Users\Herbario\Desktop\Proyecto Flora\Florencia\Fotos\Calvillo\29 de noviembre del 2012\104. Arroyo Los Salates, cañada Puente del Riego, extremo SE de presa Malpaso\",DSCF2396.JPG,Anagallis,Primulaceae
"Anagallis arvensis - L., 1753",4435,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\San José de Gracia\31 de julio del 2013\212. 2 km al W del Cienega de Gallardo\,DSCF4665.JPG,Anagallis,Primulaceae
"Anagallis arvensis - L., 1753",4434,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Aguascalientes\4 de octubre del2013\286. 4.27 km al SE de Villa lic. Jesús Terán\,DSCF5597.JPG,Anagallis,Primulaceae
"Anagallis arvensis - L., 1753",2060,"Users\Herbario\Desktop\Proyecto Flora\Florencia\Fotos\Calvillo\08 de marzo del 2013\120. Barranca La Yesca, 3.7 km al NO de El Temazcal\",DSCF2630.JPG,Anagallis,Primulaceae
"Anagallis arvensis - L., 1753",4341,"Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Jesús María\24 de mayo del 2013\150. Presa El Ocote, 2 km al W de El Ocote\",IMG_4512.JPG,Anagallis,Primulaceae
"Anagallis minima - (L.) Krause, 1901",4453,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Calvillo\20 de noviembre del 2013\310. Barranca El Pilar a 6.7 km al N de El Temazcal\,IMG_0999.JPG,Anagallis,Primulaceae
"Anagallis minima - (L.) Krause, 1901",4450,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Calvillo\15 de Noviembre del 2013\309. 5.5 km al O de Puentes Cuates\,IMG_0875.JPG,Anagallis,Primulaceae
"Anagallis minima - (L.) Krause, 1901",4444,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\San Francisco de los Romo\04 de septiembre del 2013\259. a 4.7 km al O de hacienda El Garabato\,IMG_9097.JPG,Anagallis,Primulaceae
"Anagallis minima - (L.) Krause, 1901",4446,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Jesús María\12 de agosto del 2013\233. 3.20 km al NW de Gracias a Dios\,DSCF4854.JPG,Anagallis,Primulaceae
"Anagallis minima - (L.) Krause, 1901",4449,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Calvillo\15 de Noviembre del 2013\308. Cañada Puentes Cuates\,IMG_0830.JPG,Anagallis,Primulaceae
"Anagallis minima - (L.) Krause, 1901",4452,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Calvillo\15 de Noviembre del 2013\309. 5.5 km al O de Puentes Cuates\,IMG_0877.JPG,Anagallis,Primulaceae
"Anagallis minima - (L.) Krause, 1901",4454,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Calvillo\27 de noviembre del 2013\317. 1.7 km al W de El Garruño\,IMG_1380.JPG,Anagallis,Primulaceae
"Anagallis minima - (L.) Krause, 1901",4447,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Jesús María\12 de agosto del 2013\233. 3.20 km al NW de Gracias a Dios\,DSCF4855.JPG,Anagallis,Primulaceae
"Anagallis minima - (L.) Krause, 1901",4451,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Calvillo\15 de Noviembre del 2013\309. 5.5 km al O de Puentes Cuates\,IMG_0876F1.JPG,Anagallis,Primulaceae
"Anagallis minima - (L.) Krause, 1901",4445,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Aguascalientes\4 de octubre del2013\286. 4.27 km al SE de Villa lic. Jesús Terán\,DSCF5598.JPG,Anagallis,Primulaceae
"Anisacanthus pumilus - (F. Dietr.) Nees, 1847",3225,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Calvillo\08 de marzo del 2013\121. 2 km al NO de La Labor\,DSCF2666.JPG,Anisacanthus,Acanthaceae
"Anisacanthus pumilus - (F. Dietr.) Nees, 1847",3224,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Calvillo\05 de junio del 2013\154. Alrededores de prea Malpaso\,DSCF4073.JPG,Anisacanthus,Acanthaceae
"Anisacanthus pumilus - (F. Dietr.) Nees, 1847",3226,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Asientos\27 de marzo del 2013\134. Cerro La Mesa a 3 km al S de Adolfo López Mateos\,DSCF2988.JPG,Anisacanthus,Acanthaceae
"Anisacanthus pumilus - (F. Dietr.) Nees, 1847",1540,Users\Herbario\Desktop\Proyecto Flora\Florencia\Fotos\San José de Gracia\27 de octubre del 2012\480 3 km al NO de la cortina de la presa El Jocoqui\,DSCF1834.JPG,Anisacanthus,Acanthaceae
"Anisacanthus pumilus - (F. Dietr.) Nees, 1847",1551,"Users\Herbario\Desktop\Proyecto Flora\Florencia\Fotos\Calvillo\29 de noviembre del 2012\104. Arroyo Los Salates, cañada Puente del Riego, extremo SE de presa Malpaso\",DSCF2388.JPG,Anisacanthus,Acanthaceae
"Antiphytum parryi - S. Watson, 1883",5114,Users\Herbario\Desktop\Proyecto Flora\Geraldine\Fotos\Asientos\26 de junio del 2013\176. 6.5 k al SSW de Asientos\,SAM_0942.JPG,Antiphytum,Boraginaceae
"Antiphytum parryi - S. Watson, 1883",5115,Users\Herbario\Desktop\Proyecto Flora\Geraldine\Fotos\Asientos\26 de junio del 2013\174. 500 m al E  de Puerto de la Concepción\,IMG_5788.JPG,Antiphytum,Boraginaceae
"Antiphytum parryi - S. Watson, 1883",5116,Users\Herbario\Desktop\Proyecto Flora\Geraldine\Fotos\Asientos\26 de junio del 2013\174. 500 m al E  de Puerto de la Concepción\,IMG_5787.JPG,Antiphytum,Boraginaceae
"Antiphytum parryi - S. Watson, 1883",5120,"Users\Herbario\Desktop\Proyecto Flora\Geraldine\Fotos\Aguascalientes\13 de marzo del 2013\125. El límite Aguascalientes-Jalisco, a 6 km al S de la exhacienda de Peñuelas\",SAM_2566.JPG,Antiphytum,Boraginaceae
"Apodanthera undulata - A. Gray, 1853",2636,"Users\Herbario\Desktop\Proyecto Flora\Florencia\Fotos\San José de Gracia\12 de junio del 2013\156. 3 km al N de San Jose de Gracia, carr. a la Congoja\",DSCF4103.JPG,Apodanthera,Cucurbitaceae
"Apodanthera undulata - A. Gray, 1853",2644,Users\Herbario\Desktop\Proyecto Flora\Florencia\Fotos\El Llano\24 de junio del 2013\171. 1 km al SO de Palo Alto\,IMG_5672.JPG,Apodanthera,Cucurbitaceae
"Apodanthera undulata - A. Gray, 1853",4353,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\San Francisco de los Romo\04 de julio del 2013\189. 2 km al SE de San Francisco de los Romo\,DSCF4368.JPG,Apodanthera,Cucurbitaceae
"Apodanthera undulata - A. Gray, 1853",4365,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Calvillo\23 de agosto del 2013\249. 950 m al NE de El Terrero de La Labor\,DSCF5058.JPG,Apodanthera,Cucurbitaceae
"Apodanthera undulata - A. Gray, 1853",4394,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Jesús María\12 de agosto del 2013\233. 3.20 km al NW de Gracias a Dios\,DSCF4850.JPG,Apodanthera,Cucurbitaceae
"Apodanthera undulata - A. Gray, 1853",4393,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Jesús María\12 de agosto del 2013\232. 1.6 km al SE de Gracias a Dios\,DSCF4820.JPG,Apodanthera,Cucurbitaceae
"Apodanthera undulata - A. Gray, 1853",4390,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Calvillo\05 de agosto del 2013\218. 700 m al NW de El Sauz de la Labor\,IMG_0447.JPG,Apodanthera,Cucurbitaceae
"Apodanthera undulata - A. Gray, 1853",4354,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\San Francisco de los Romo\04 de julio del 2013\190. 3 km al W de Borrotes\,DSCF4380.JPG,Apodanthera,Cucurbitaceae
"Apodanthera undulata - A. Gray, 1853",528,"Users\Herbario\Desktop\Proyecto Flora\Florencia\Fotos\San José de Gracia\27 de septiembre del 2012\54. Arroyo entrada a El Toril, carretera San José de Gracia-Tortugas\",DSCF1214.JPG,Apodanthera,Cucurbitaceae
"Apodanthera undulata - A. Gray, 1853",4356,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\San Francisco de los Romo\04 de julio del 2013\194. 2.3 km al E de Borrotes\,DSCF4400.JPG,Apodanthera,Cucurbitaceae
"Apodanthera undulata - A. Gray, 1853",4355,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\San Francisco de los Romo\04 de julio del 2013\192. 1.5 km al NW de Borrotes\,DSCF4391.JPG,Apodanthera,Cucurbitaceae
"Apodanthera undulata - A. Gray, 1853",4391,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Calvillo\05 de agosto del 2013\221.3 1 km al E de El Zapote\,IMG_0570F.JPG,Apodanthera,Cucurbitaceae
"Apodanthera undulata - A. Gray, 1853",2641,Users\Herbario\Desktop\Proyecto Flora\Florencia\Fotos\Rincón de Romos\20 de junio del 2013\163. Arroyo del ejido Morelos a 4.20 km al NNO de Rincón de Romos\,IMG_5329.JPG,Apodanthera,Cucurbitaceae
"Apodanthera undulata - A. Gray, 1853",542,Users\Herbario\Desktop\Proyecto Flora\Florencia\Fotos\Calvillo\13 de septiembre del 2012\42. 1 km al SO de la Barranca El Pilar\,DSCF0999.JPG,Apodanthera,Cucurbitaceae
"Apodanthera undulata - A. Gray, 1853",4358,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Aguascalientes\29 de julio del 2013\208. 3 km al E de El Cuervo\,DSCF4612.JPG,Apodanthera,Cucurbitaceae
"Apodanthera undulata - A. Gray, 1853",2640,Users\Herbario\Desktop\Proyecto Flora\Florencia\Fotos\San José de Gracia\14 de junio del 2013\161. Cortina de la presa 50 Aniversario\,DSCF4193.JPG,Apodanthera,Cucurbitaceae
"Arenaria lanuginosa - (Michx.) Rohrb., 1872",1033,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\San José de Gracia\01 de noviembre del 2012\82. 100 m al SE del Rancho Los Aldeanos\,IMG_0066hg.JPG,Arenaria,Caryophyllaceae
"Arenaria lanuginosa - (Michx.) Rohrb., 1872",5469,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\San José de Gracia\06 de octubre del 2012\64. 700 m al O de EBAZ\,IMG_7698.JPG,Arenaria,Caryophyllaceae
"Arenaria lanuginosa - (Michx.) Rohrb., 1872",1973,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Calvillo\13 de septiembre del 2012\40. 1 km al SE de la entrada al Rancho Las Cuatas\,IMG_5453.JPG,Arenaria,Caryophyllaceae
"Arenaria lanuginosa - (Michx.) Rohrb., 1872",5459,"Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\San José de Gracia\07 de diciembre del 2012\110. Barranca Las Ajuntas, a 1.6 km al S de Playa Mariquitas\",IMG_1093.JPG,Arenaria,Caryophyllaceae
"Arenaria lanuginosa - (Michx.) Rohrb., 1872",1032,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\San José de Gracia\01 de noviembre del 2012\83. 3 km al S de La Ciénega de Gallardo\,IMG_9473hg1.JPG,Arenaria,Caryophyllaceae
"Arenaria lanuginosa - (Michx.) Rohrb., 1872",5460,Users\Herbario\Desktop\Proyecto Flora\Fotos Proyecto Flora\Calvillo\20 de noviembre del 2013\311. Cañada a 6.8 km al N de El Temazcal\,IMG_1052.JPG,Arenaria,Caryophyllaceae
"Arenaria lanuginosa - (Michx.) Rohrb., 1872",1974,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Calvillo\13 de septiembre del 2012\42. 1 km al SO de la Barranca El Pilar\,IMG_0024hg.JPG,Arenaria,Caryophyllaceae
"Arenaria lanuginosa - (Michx.) Rohrb., 1872",1977,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Calvillo\13 de septiembre del 2012\41. Medio km al O de la Barranca El Pilar\,IMG_5549.JPG,Arenaria,Caryophyllaceae
"Arenaria lanuginosa - (Michx.) Rohrb., 1872",6322,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Aguascalientes\15 de septiembre del 2012\45. 9 km al SE  del cruce carretera 45 a San Bartolo\,IMG_5828.JPG,Arenaria,Caryophyllaceae
"Arenaria lanuginosa - (Michx.) Rohrb., 1872",251,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\San José de Gracia\27 de septiembre del 2012\55. 2.8 km al NO de la cortina de la presa Túnel de Potrerillos\,IMG_6726.JPG,Arenaria,Caryophyllaceae
"Arenaria lanuginosa - (Michx.) Rohrb., 1872",6367,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Calvillo\28 de junio del 2013\179. Márgenes de presa La Ordeña Vieja\,IMG_5932.JPG,Arenaria,Caryophyllaceae
"Argemone ochroleuca - Sweet, 1828",6071,Users\Herbario\Desktop\Proyecto Flora\Hugo\Fotos\San José de Gracia\22 de mayo del 2013\148.Cañada a 500 m al SE de Rancho Viejo\,IMG_4264.JPG,Argemone,Papaveraceae
"Argemone ochroleuca - Sweet, 1828",4267,Users\Herbario\Desktop\Proyecto Flora\Geraldine\Fotos\Calvillo\08 de marzo del 2013\121. 2 km al NO de La Labor\,IMG_2369.JPG,Argemone,Papaveraceae
"Argemone ochroleuca - Sweet, 1828",2161,"Users\Herbario\Desktop\Proyecto Flora\Hugo\Fotos\Aguascalientes\13 de marzo del 2013\123. El Sabinal, a 2 km al S de El Salto de los Salado\",IMG_2419.JPG,Argemone,Papaveraceae
"Argemone ochroleuca - Sweet, 1828",2122,"Users\Herbario\Desktop\Proyecto Flora\Hugo\Fotos\Calvillo\20 de marzo del 2013\129. Barranca Las Moras, 1 km al SE de la cortina de la presa Las Moras\",SAM_2582.JPG,Argemone,Papaveraceae
"Argemone ochroleuca - Sweet, 1828",3296,Users\Herbario\Desktop\Proyecto Flora\Hugo\Fotos\Rincón de Romos\20 de junio del 2013\163. Arroyo del ejido Morelos a 4.20 km al NNO de Rincón de Romos\,IMG_5298.JPG,Argemone,Papaveraceae
